,id_caller,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,Type,jpg_url,img_num,Dog_Breed,favorite_count,retweet_count
57,881268444196462592,NaN,NaN,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12.0,10,Elliot,None,None,None,None,floofer,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,Chihuahua,16865,2763
58,880935762899988482,NaN,NaN,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13.0,10,Louis,None,None,None,None,floofer,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,Chihuahua,21102,3789
59,880872448815771648,NaN,NaN,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,Pembroke,28285,6244
60,880465832366813184,NaN,NaN,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,https://twitter.com/dog_rates/status/880465832366813184/photo/1,12.0,10,Bella,None,None,None,None,floofer,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,West_Highland_white_terrier,26813,4191
61,880221127280381952,NaN,NaN,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,https://twitter.com/dog_rates/status/880221127280381952/photo/1,12.0,10,Jesse,None,None,None,None,floofer,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,toy_poodle,27381,4334
62,880095782870896641,NaN,NaN,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,golden_retriever,22133,3477
63,879862464715927552,NaN,NaN,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,https://twitter.com/dog_rates/status/879862464715927552/photo/1,13.0,10,Romeo,None,None,None,None,floofer,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,miniature_pinscher,310,10
64,879674319642796034,879553827334172672,3105440746,2017-06-27 12:14:36,Twitter for iPhone,@RealKentMurphy 14/10 confirmed,nan,14.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,giant_schnauzer,23214,3165
65,879492040517615616,NaN,NaN,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12.0,10,Bailey,None,None,None,None,floofer,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,toy_poodle,104953,43916
66,879415818425184262,NaN,NaN,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,13.0,10,Duddles,None,None,None,None,floofer,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,soft-coated_wheaten_terrier,16624,3101
67,879376492567855104,NaN,NaN,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12.0,10,Jack,None,None,None,None,floofer,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,vizsla,0,6800
68,879130579576475649,NaN,NaN,2017-06-26 00:13:58,Twitter for iPhone,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,https://twitter.com/dog_rates/status/878057613040115712/photo/1,14.0,10,Emmy,None,None,None,None,floofer,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1,golden_retriever,22389,4693
70,879008229531029506,NaN,NaN,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13.0,10,Beau,None,None,None,None,floofer,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,Rottweiler,19243,4109
71,878776093423087618,NaN,NaN,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,https://twitter.com/dog_rates/status/878776093423087618/photo/1,13.0,10,Snoopy,None,None,None,puppo,puppo,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1,Siberian_husky,30010,7165
72,878604707211726852,NaN,NaN,2017-06-24 13:24:20,Twitter for iPhone,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,https://twitter.com/bbcworld/status/878599868507402241,13.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,golden_retriever,0,1283
74,878316110768087041,NaN,NaN,2017-06-23 18:17:33,Twitter for iPhone,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,https://twitter.com/dog_rates/status/669000397445533696/photo/1,11.0,10,Terrance,None,None,None,None,floofer,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1,papillon,7681,1283
75,878281511006478336,NaN,NaN,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below  https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13.0,10,Shadow,None,None,None,None,floofer,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1,Saint_Bernard,41674,6800
76,878057613040115712,NaN,NaN,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,https://twitter.com/dog_rates/status/878057613040115712/photo/1,14.0,10,Emmy,None,None,None,None,floofer,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1,Rottweiler,79188,19008
79,877556246731214848,NaN,NaN,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12.0,10,Penny,None,None,None,None,floofer,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1,Labrador_retriever,27130,5151
80,877316821321428993,NaN,NaN,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",https://twitter.com/dog_rates/status/877316821321428993/photo/1,13.0,10,Dante,None,None,None,None,floofer,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1,Tibetan_terrier,26876,5562
81,877201837425926144,NaN,NaN,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,https://twitter.com/dog_rates/status/877201837425926144/photo/1,12.0,10,Nelly,None,None,None,None,floofer,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1,toy_poodle,20496,3339
82,876838120628539392,NaN,NaN,2017-06-19 16:24:33,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,https://twitter.com/dog_rates/status/876838120628539392/photo/1,12.0,10,Ginger,None,None,pupper,None,pupper,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,1,borzoi,23286,4606
83,876537666061221889,NaN,NaN,2017-06-18 20:30:39,Twitter for iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,https://twitter.com/mpstowerham/status/876162994446753793,14.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,1,Chihuahua,18609,2388
